context,comparison,gene,l2fc_12h_RMC2C,qval_12h_RMC2C,l2fc_48h_RMC2C,qval_48h_RMC2C,l2fc_12h_RMC219,qval_12h_RMC219,l2fc_48h_RMC219,qval_48h_RMC219,mean_l2fc_48h,probe_id,log2fc,pvalue,qvalue,t_stat,gene_annotation_raw,gene_symbol,log2FC_disease_state
Penile SCC,tumor vs normal penis,"NM_004633 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// NM_173343 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// ENST00000332549 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// ENST00000393414 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// ENST00000441002 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// ENST00000485335 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// BC039031 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// OTTHUMT00000253191 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339984 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339985 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339991 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339986 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339987 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339988 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339989 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339990 // IL1R2 // NULL // --- // ---",,,,,,,,,,TC02000619.hg.1,1.7072916666666649,2.5794436606477708e-05,0.000108675238031,5.924064980943577,"NM_004633 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// NM_173343 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// ENST00000332549 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// ENST00000393414 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// ENST00000441002 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// ENST00000485335 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// BC039031 // IL1R2 // interleukin 1 receptor, type II // 2q12 // 7850 /// OTTHUMT00000253191 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339984 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339985 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339991 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339986 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339987 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339988 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339989 // IL1R2 // NULL // --- // --- /// OTTHUMT00000339990 // IL1R2 // NULL // --- // ---",IL1R2,1.7072916666666649
Penile SCC,tumor vs normal penis,--- // --- // accn=L43845 class=snRNA name=u12 snRNA ref=NONCODE v2.0 transcriptId=NULL cpcScore=-1.5906100 cnci=-0.3482772 // --- // ---,,,,,,,,,,TC0X001682.hg.1,1.706875000000001,9.738102748360045e-07,8.293537676772065e-06,7.395307367700831,--- // --- // accn=L43845 class=snRNA name=u12 snRNA ref=NONCODE v2.0 transcriptId=NULL cpcScore=-1.5906100 cnci=-0.3482772 // --- // ---,---,1.706875000000001
Penile SCC,tumor vs normal penis,--- // --- // linc-GPR85 chr7:-:113134742-113138753 // --- // ---,,,,,,,,,,TC07003117.hg.1,1.7066666666666666,1.266708217141276e-05,6.013235324226087e-05,6.057740103113589,--- // --- // linc-GPR85 chr7:-:113134742-113138753 // --- // ---,---,1.7066666666666666
Penile SCC,tumor vs normal penis,--- // --- // ncrna:snoRNA chromosome:GRCh37:16:23453162:23453242:1 gene:ENSG00000212593 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,,,,,,,,,,TC16000255.hg.1,1.7066666666666657,4.869382709395184e-08,1.215599540111046e-06,8.892454347447513,--- // --- // ncrna:snoRNA chromosome:GRCh37:16:23453162:23453242:1 gene:ENSG00000212593 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,---,1.7066666666666657
Penile SCC,tumor vs normal penis,"ENST00000516471 // RNU7-16P // RNA, U7 small nuclear 16 pseudogene // --- // ---",,,,,,,,,,TC07000797.hg.1,1.7058333333333335,1.311835296741453e-05,6.191334492476715e-05,5.796216093637745,"ENST00000516471 // RNU7-16P // RNA, U7 small nuclear 16 pseudogene // --- // ---",RNU7-16P,1.7058333333333335
Penile SCC,tumor vs normal penis,"NM_000866 // HTR1F // 5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled // 3p12 // 3355 /// ENST00000319595 // HTR1F // 5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled // 3p12 // 3355 /// BC069125 // HTR1F // 5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled // 3p12 // 3355 /// OTTHUMT00000352890 // HTR1F // NULL // --- // ---",,,,,,,,,,TC03000463.hg.1,1.7054166666666668,5.2757847311320054e-08,1.276055937882558e-06,9.753042546075084,"NM_000866 // HTR1F // 5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled // 3p12 // 3355 /// ENST00000319595 // HTR1F // 5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled // 3p12 // 3355 /// BC069125 // HTR1F // 5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled // 3p12 // 3355 /// OTTHUMT00000352890 // HTR1F // NULL // --- // ---",HTR1F,1.7054166666666668
Penile SCC,tumor vs normal penis,NM_001941 // DSC3 // desmocollin 3 // 18q12.1 // 1825 /// NM_024423 // DSC3 // desmocollin 3 // 18q12.1 // 1825 /// ENST00000360428 // DSC3 // desmocollin 3 // 18q12.1 // 1825 /// ENST00000434452 // DSC3 // desmocollin 3 // 18q12.1 // 1825,,,,,,,,,,TC18000435.hg.1,1.7054166666666664,0.0114632555846985,0.0205361787850459,2.8279626907064856,NM_001941 // DSC3 // desmocollin 3 // 18q12.1 // 1825 /// NM_024423 // DSC3 // desmocollin 3 // 18q12.1 // 1825 /// ENST00000360428 // DSC3 // desmocollin 3 // 18q12.1 // 1825 /// ENST00000434452 // DSC3 // desmocollin 3 // 18q12.1 // 1825,DSC3,1.7054166666666664
Penile SCC,tumor vs normal penis,--- // --- // accn=NR_001435_5 class=lncRNA name= ref=RefGeneNoncode transcriptId=NR_001435_5 cpcScore=-0.9636540 cnci=-0.3983718 // --- // ---,,,,,,,,,,TC06002534.hg.1,1.7052083333333328,4.092684676085425e-07,4.579466624800274e-06,7.712299584265883,--- // --- // accn=NR_001435_5 class=lncRNA name= ref=RefGeneNoncode transcriptId=NR_001435_5 cpcScore=-0.9636540 cnci=-0.3983718 // --- // ---,---,1.7052083333333328
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000050239 cpcScore=-1.2744000 cnci=-0.4126369 // --- // ---,,,,,,,,,,TC10002278.hg.1,1.7050000000000003,2.543504692323161e-07,3.336183735203019e-06,7.645406811171727,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000050239 cpcScore=-1.2744000 cnci=-0.4126369 // --- // ---,---,1.7050000000000003
Penile SCC,tumor vs normal penis,"ENST00000458888 // RNU7-76P // RNA, U7 small nuclear 76 pseudogene // --- // ---",,,,,,,,,,TC07001356.hg.1,1.705,1.644074080606746e-05,7.473144488099915e-05,5.765379811903138,"ENST00000458888 // RNU7-76P // RNA, U7 small nuclear 76 pseudogene // --- // ---",RNU7-76P,1.705
Penile SCC,tumor vs normal penis,NM_000222 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// NM_001093772 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// ENST00000288135 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// ENST00000412167 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// ENST00000536403 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// BC071593 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// OTTHUMT00000250618 // KIT // NULL // --- // --- /// OTTHUMT00000361417 // KIT // NULL // --- // --- /// OTTHUMT00000361418 // KIT // NULL // --- // --- /// OTTHUMT00000361419 // KIT // NULL // --- // ---,,,,,,,,,,TC04000313.hg.1,1.7049999999999996,8.36578612559367e-08,1.668413483429088e-06,9.34556450271543,NM_000222 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// NM_001093772 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// ENST00000288135 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// ENST00000412167 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// ENST00000536403 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// BC071593 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog // 4q11-q12 // 3815 /// OTTHUMT00000250618 // KIT // NULL // --- // --- /// OTTHUMT00000361417 // KIT // NULL // --- // --- /// OTTHUMT00000361418 // KIT // NULL // --- // --- /// OTTHUMT00000361419 // KIT // NULL // --- // ---,KIT,1.7049999999999996
Penile SCC,tumor vs normal penis,BC020879 // MGC24103 // uncharacterized MGC24103 // 9p22.3 // 158295,,,,,,,,,,TC09000929.hg.1,1.704791666666667,1.0358577012196388e-05,5.10318806799152e-05,6.339601987923044,BC020879 // MGC24103 // uncharacterized MGC24103 // 9p22.3 // 158295,MGC24103,1.704791666666667
Penile SCC,tumor vs normal penis,"NR_003074 // SNORD92 // small nucleolar RNA, C/D box 92 // 2p23.2 // 692209",,,,,,,,,,TC02000188.hg.1,1.704791666666666,0.0001058857676053,0.0003573804157008,4.8240816546809615,"NR_003074 // SNORD92 // small nucleolar RNA, C/D box 92 // 2p23.2 // 692209",SNORD92,1.704791666666666
Penile SCC,tumor vs normal penis,"NR_002940 // LRRC37A4P // leucine rich repeat containing 37, member A4, pseudogene // 17q21.31 // 55073 /// ENST00000398305 // LRRC37A4P // leucine rich repeat containing 37, member A4, pseudogene // 17q21.31 // 55073 /// BC107850 // LRRC37A4P // leucine rich repeat containing 37, member A4, pseudogene // 17q21.31 // 55073",,,,,,,,,,TC17001603.hg.1,1.7047916666666645,3.126184211730263e-05,0.0001275404588265,5.61624604275967,"NR_002940 // LRRC37A4P // leucine rich repeat containing 37, member A4, pseudogene // 17q21.31 // 55073 /// ENST00000398305 // LRRC37A4P // leucine rich repeat containing 37, member A4, pseudogene // 17q21.31 // 55073 /// BC107850 // LRRC37A4P // leucine rich repeat containing 37, member A4, pseudogene // 17q21.31 // 55073",LRRC37A4P,1.7047916666666645
Penile SCC,tumor vs normal penis,ENST00000408583 // MIR548O // microRNA 548o // 7q22.1 // 100313829,,,,,,,,,,TC07001700.hg.1,1.7043749999999998,9.926636615598e-07,8.40850373028226e-06,7.729911884365073,ENST00000408583 // MIR548O // microRNA 548o // 7q22.1 // 100313829,MIR548O,1.7043749999999998
Penile SCC,tumor vs normal penis,--- // --- // linc-TAGAP-2 chr6:-:160060338-160061133 // --- // ---,,,,,,,,,,TC06003963.hg.1,1.7041666666666662,6.02901348995382e-06,3.300585512359964e-05,6.543572849506119,--- // --- // linc-TAGAP-2 chr6:-:160060338-160061133 // --- // ---,---,1.7041666666666662
Penile SCC,tumor vs normal penis,NM_138573 // NRG4 // neuregulin 4 // 15q24.2 // 145957 /// ENST00000305435 // NRG4 // neuregulin 4 // 15q24.2 // 145957 /// ENST00000394907 // NRG4 // neuregulin 4 // 15q24.2 // 145957 /// ENST00000535975 // NRG4 // neuregulin 4 // 15q24.2 // 145957 /// BC017568 // NRG4 // neuregulin 4 // 15q24.2 // 145957 /// OTTHUMT00000286632 // NRG4 // NULL // --- // --- /// OTTHUMT00000286633 // NRG4 // NULL // --- // --- /// OTTHUMT00000286634 // NRG4 // NULL // --- // --- /// OTTHUMT00000286635 // NRG4 // NULL // --- // ---,,,,,,,,,,TC15001683.hg.1,1.7039583333333344,4.384506840722963e-06,2.57011265573212e-05,6.2423908233811645,NM_138573 // NRG4 // neuregulin 4 // 15q24.2 // 145957 /// ENST00000305435 // NRG4 // neuregulin 4 // 15q24.2 // 145957 /// ENST00000394907 // NRG4 // neuregulin 4 // 15q24.2 // 145957 /// ENST00000535975 // NRG4 // neuregulin 4 // 15q24.2 // 145957 /// BC017568 // NRG4 // neuregulin 4 // 15q24.2 // 145957 /// OTTHUMT00000286632 // NRG4 // NULL // --- // --- /// OTTHUMT00000286633 // NRG4 // NULL // --- // --- /// OTTHUMT00000286634 // NRG4 // NULL // --- // --- /// OTTHUMT00000286635 // NRG4 // NULL // --- // ---,NRG4,1.7039583333333344
Penile SCC,tumor vs normal penis,"NM_172069 // PLEKHH2 // pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 // 2p21 // 130271 /// ENST00000282406 // PLEKHH2 // pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 // 2p21 // 130271 /// BC063310 // PLEKHH2 // pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 // 2p21 // 130271 /// OTTHUMT00000250537 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326136 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326137 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326163 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326164 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326165 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326166 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326323 // PLEKHH2 // NULL // --- // ---",,,,,,,,,,TC02000270.hg.1,1.7039583333333344,3.011840518073026e-05,0.0001236425791833,5.384771524773952,"NM_172069 // PLEKHH2 // pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 // 2p21 // 130271 /// ENST00000282406 // PLEKHH2 // pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 // 2p21 // 130271 /// BC063310 // PLEKHH2 // pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 // 2p21 // 130271 /// OTTHUMT00000250537 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326136 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326137 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326163 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326164 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326165 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326166 // PLEKHH2 // NULL // --- // --- /// OTTHUMT00000326323 // PLEKHH2 // NULL // --- // ---",PLEKHH2,1.7039583333333344
Penile SCC,tumor vs normal penis,"ENST00000410533 // RNU2-5P // RNA, U2 small nuclear 5, pseudogene // --- // ---",,,,,,,,,,TC09001198.hg.1,1.703958333333334,1.057781541995932e-07,1.9237778607029707e-06,8.106638033623478,"ENST00000410533 // RNU2-5P // RNA, U2 small nuclear 5, pseudogene // --- // ---",RNU2-5P,1.703958333333334
Penile SCC,tumor vs normal penis,"--- // --- // DQ576178,uc003asj.3 // --- // ---",,,,,,,,,,TC22000767.hg.1,1.7037499999999994,0.0007826817592102,0.0020048908973502,3.958412248357912,"--- // --- // DQ576178,uc003asj.3 // --- // ---",---,1.7037499999999994
Penile SCC,tumor vs normal penis,"--- // --- // DQ576410,uc021plm.1 // --- // ---",,,,,,,,,,TC01004035.hg.1,1.7035416666666665,0.0060283329943571,0.0117223275964797,3.158705762744894,"--- // --- // DQ576410,uc021plm.1 // --- // ---",---,1.7035416666666665
Penile SCC,tumor vs normal penis,"--- // --- // DQ576410,uc001hnb.3 // --- // ---",,,,,,,,,,TC01003856.hg.1,1.7035416666666665,0.0060283329943571,0.0117223275964797,3.158705762744894,"--- // --- // DQ576410,uc001hnb.3 // --- // ---",---,1.7035416666666665
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000042974 cpcScore=-1.1488900 cnci=-0.3725872 // --- // ---,,,,,,,,,,TC06003174.hg.1,1.7033333333333336,8.322602556370248e-07,7.405569975313877e-06,7.666741985846098,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000042974 cpcScore=-1.1488900 cnci=-0.3725872 // --- // ---,---,1.7033333333333336
Penile SCC,tumor vs normal penis,NM_001008391 // CCDC73 // coiled-coil domain containing 73 // 11p13 // 493860 /// ENST00000335185 // CCDC73 // coiled-coil domain containing 73 // 11p13 // 493860 /// ENST00000531481 // CCDC73 // coiled-coil domain containing 73 // 11p13 // 493860 /// ENST00000534415 // CCDC73 // coiled-coil domain containing 73 // 11p13 // 493860,,,,,,,,,,TC11001534.hg.1,1.7029166666666664,2.8079388502686063e-08,8.717907801422458e-07,9.348526463316464,NM_001008391 // CCDC73 // coiled-coil domain containing 73 // 11p13 // 493860 /// ENST00000335185 // CCDC73 // coiled-coil domain containing 73 // 11p13 // 493860 /// ENST00000531481 // CCDC73 // coiled-coil domain containing 73 // 11p13 // 493860 /// ENST00000534415 // CCDC73 // coiled-coil domain containing 73 // 11p13 // 493860,CCDC73,1.7029166666666664
Penile SCC,tumor vs normal penis,"NR_033737 // TMPRSS11GP // transmembrane protease, serine 11G, pseudogene // 4q13.2 // 644759 /// ENST00000502496 // TMPRSS11GP // transmembrane protease, serine 11G, pseudogene // 4q13.2 // 644759",,,,,,,,,,TC04001254.hg.1,1.7029166666666664,1.9692302651766083e-10,5.586551603680695e-08,12.400241626227643,"NR_033737 // TMPRSS11GP // transmembrane protease, serine 11G, pseudogene // 4q13.2 // 644759 /// ENST00000502496 // TMPRSS11GP // transmembrane protease, serine 11G, pseudogene // 4q13.2 // 644759",TMPRSS11GP,1.7029166666666664
Penile SCC,tumor vs normal penis,--- // --- // ncrna:snoRNA chromosome:GRCh37:10:5135600:5135735:-1 gene:ENSG00000239142 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,,,,,,,,,,TC10000988.hg.1,1.7029166666666655,1.6189459251685822e-08,6.356698362055221e-07,9.63248248319492,--- // --- // ncrna:snoRNA chromosome:GRCh37:10:5135600:5135735:-1 gene:ENSG00000239142 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,---,1.7029166666666655
Penile SCC,tumor vs normal penis,--- // --- // linc-PDE3A-1 chr12:+:20162820-20164493 // --- // ---,,,,,,,,,,TC12002279.hg.1,1.7024999999999988,2.241675561782668e-06,1.5264130143109368e-05,6.559549185222332,--- // --- // linc-PDE3A-1 chr12:+:20162820-20164493 // --- // ---,---,1.7024999999999988
Penile SCC,tumor vs normal penis,--- // --- // accn=AK129774 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=1628 cpcScore=-0.8905650 cnci=-0.3368336 // --- // ---,,,,,,,,,,TC02004890.hg.1,1.702083333333333,1.7311619100079352e-06,1.2595830347916804e-05,6.731353588069579,--- // --- // accn=AK129774 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=1628 cpcScore=-0.8905650 cnci=-0.3368336 // --- // ---,---,1.702083333333333
Penile SCC,tumor vs normal penis,--- // --- // linc-C6orf120-4 chr6:+:169467912-169469511|linc-C6orf120-4 chr6:+:169467993-169469519 // --- // ---,,,,,,,,,,TC06003223.hg.1,1.702083333333333,1.211292686117834e-06,9.716817831808636e-06,7.34228581857959,--- // --- // linc-C6orf120-4 chr6:+:169467912-169469511|linc-C6orf120-4 chr6:+:169467993-169469519 // --- // ---,---,1.702083333333333
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000095448 cpcScore=0.0187765 cnci=-0.3608279 // --- // ---,,,,,,,,,,TC01006222.hg.1,1.701874999999999,1.008078921778438e-07,1.8660513549850427e-06,8.081807784554334,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000095448 cpcScore=0.0187765 cnci=-0.3608279 // --- // ---,---,1.701874999999999
Penile SCC,tumor vs normal penis,"NM_000493 // COL10A1 // collagen, type X, alpha 1 // 6q21-q22 // 1300 /// ENST00000243222 // COL10A1 // collagen, type X, alpha 1 // 6q21-q22 // 1300 /// ENST00000327673 // COL10A1 // collagen, type X, alpha 1 // 6q21-q22 // 1300 /// BC130621 // COL10A1 // collagen, type X, alpha 1 // 6q21-q22 // 1300 /// OTTHUMT00000041926 // COL10A1 // NULL // --- // --- /// OTTHUMT00000041927 // COL10A1 // NULL // --- // --- /// OTTHUMT00000041928 // COL10A1 // NULL // --- // ---",,,,,,,,,,TC06002044.hg.1,1.7016666666666684,1.7193255538736895e-05,7.756203888167713e-05,6.08115267802944,"NM_000493 // COL10A1 // collagen, type X, alpha 1 // 6q21-q22 // 1300 /// ENST00000243222 // COL10A1 // collagen, type X, alpha 1 // 6q21-q22 // 1300 /// ENST00000327673 // COL10A1 // collagen, type X, alpha 1 // 6q21-q22 // 1300 /// BC130621 // COL10A1 // collagen, type X, alpha 1 // 6q21-q22 // 1300 /// OTTHUMT00000041926 // COL10A1 // NULL // --- // --- /// OTTHUMT00000041927 // COL10A1 // NULL // --- // --- /// OTTHUMT00000041928 // COL10A1 // NULL // --- // ---",COL10A1,1.7016666666666684
Penile SCC,tumor vs normal penis,--- // --- // ncrna:snoRNA chromosome:GRCh37:5:29070603:29070717:1 gene:ENSG00000252601 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,,,,,,,,,,TC05000128.hg.1,1.7016666666666649,3.350502755205717e-08,9.583081887595891e-07,8.663843103518131,--- // --- // ncrna:snoRNA chromosome:GRCh37:5:29070603:29070717:1 gene:ENSG00000252601 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,---,1.7016666666666649
Penile SCC,tumor vs normal penis,"NR_003235 // SNORD113-7 // small nucleolar RNA, C/D box 113-7 // 14q32.31 // 767567 /// ENST00000363762 // SNORD113-7 // small nucleolar RNA, C/D box 113-7 // 14q32.31 // 767567",,,,,,,,,,TC14000673.hg.1,1.701458333333333,9.75508543338238e-07,8.302895863023948e-06,7.355240931850066,"NR_003235 // SNORD113-7 // small nucleolar RNA, C/D box 113-7 // 14q32.31 // 767567 /// ENST00000363762 // SNORD113-7 // small nucleolar RNA, C/D box 113-7 // 14q32.31 // 767567",SNORD113-7,1.701458333333333
Penile SCC,tumor vs normal penis,--- // --- // ncrna:misc_RNA chromosome:GRCh37:2:85687267:85687375:-1 gene:ENSG00000199936 gene_biotype:misc_RNA transcript_biotype:misc_RNA // --- // ---,,,,,,,,,,TC02002041.hg.1,1.701458333333333,4.762497275707278e-07,5.08300799800792e-06,7.417914595569927,--- // --- // ncrna:misc_RNA chromosome:GRCh37:2:85687267:85687375:-1 gene:ENSG00000199936 gene_biotype:misc_RNA transcript_biotype:misc_RNA // --- // ---,---,1.701458333333333
Penile SCC,tumor vs normal penis,"--- // --- // DQ585921,uc010rfq.2 // --- // ---",,,,,,,,,,TC11001594.hg.1,1.7010416666666677,0.0003670235527645,0.0010454450782926,4.387474761930787,"--- // --- // DQ585921,uc010rfq.2 // --- // ---",---,1.7010416666666677
Penile SCC,tumor vs normal penis,--- // --- // accn=AC011292 class=scaRNA name=U90 ref=NONCODE v2.0 transcriptId=NULL cpcScore=-1.2995000 cnci=-0.8200150 // --- // ---,,,,,,,,,,TC07002266.hg.1,1.7006249999999987,9.976259516169274e-05,0.0003392983392636,4.897756958700967,--- // --- // accn=AC011292 class=scaRNA name=U90 ref=NONCODE v2.0 transcriptId=NULL cpcScore=-1.2995000 cnci=-0.8200150 // --- // ---,---,1.7006249999999987
Penile SCC,tumor vs normal penis,--- // --- // uc021yau.1 // --- // ---,,,,,,,,,,TC05001514.hg.1,1.7002083333333329,4.536795073805175e-06,2.640812841512937e-05,6.218169083419171,--- // --- // uc021yau.1 // --- // ---,---,1.7002083333333329
Penile SCC,tumor vs normal penis,--- // --- // linc-BEST3-2 chr12:-:70612842-70616238|linc-BEST3-2 chr12:-:70612933-70619160|linc-BEST3-2 chr12:-:70613363-70619031|linc-BEST3-2 chr12:-:70616059-70619160 // --- // ---,,,,,,,,,,TC12002955.hg.1,1.7002083333333329,3.393880070807259e-07,4.037759490182574e-06,7.58173030677285,--- // --- // linc-BEST3-2 chr12:-:70612842-70616238|linc-BEST3-2 chr12:-:70612933-70619160|linc-BEST3-2 chr12:-:70613363-70619031|linc-BEST3-2 chr12:-:70616059-70619160 // --- // ---,---,1.7002083333333329
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000054768 cpcScore=-0.9446280 cnci=-0.3419495 // --- // ---,,,,,,,,,,TC09002303.hg.1,1.7000000000000002,3.555156573128996e-08,9.946177901485833e-07,8.836386656635106,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000054768 cpcScore=-0.9446280 cnci=-0.3419495 // --- // ---,---,1.7000000000000002
Penile SCC,tumor vs normal penis,NM_001735 // C5 // complement component 5 // 9q33-q34 // 727 /// ENST00000223642 // C5 // complement component 5 // 9q33-q34 // 727 /// ENST00000430906 // C5 // complement component 5 // 9q33-q34 // 727 /// ENST00000466280 // C5 // complement component 5 // 9q33-q34 // 727 /// BC113738 // C5 // complement component 5 // 9q33-q34 // 727 /// BC113740 // C5 // complement component 5 // 9q33-q34 // 727 /// OTTHUMT00000053844 // C5 // NULL // --- // --- /// OTTHUMT00000053847 // C5 // NULL // --- // --- /// OTTHUMT00000053845 // C5 // NULL // --- // --- /// OTTHUMT00000053846 // C5 // NULL // --- // --- /// OTTHUMT00000053848 // C5 // NULL // --- // ---,,,,,,,,,,TC09001542.hg.1,1.6997916666666677,9.598877650805918e-06,4.796455601625144e-05,6.459147746587348,NM_001735 // C5 // complement component 5 // 9q33-q34 // 727 /// ENST00000223642 // C5 // complement component 5 // 9q33-q34 // 727 /// ENST00000430906 // C5 // complement component 5 // 9q33-q34 // 727 /// ENST00000466280 // C5 // complement component 5 // 9q33-q34 // 727 /// BC113738 // C5 // complement component 5 // 9q33-q34 // 727 /// BC113740 // C5 // complement component 5 // 9q33-q34 // 727 /// OTTHUMT00000053844 // C5 // NULL // --- // --- /// OTTHUMT00000053847 // C5 // NULL // --- // --- /// OTTHUMT00000053845 // C5 // NULL // --- // --- /// OTTHUMT00000053846 // C5 // NULL // --- // --- /// OTTHUMT00000053848 // C5 // NULL // --- // ---,C5,1.6997916666666677
Penile SCC,tumor vs normal penis,OTTHUMT00000053566 // OTTHUMG00000020457 // NULL // --- // --- /// OTTHUMT00000053566 // RP11-505C13.1 // NULL // --- // ---,,,,,,,,,,TC09001452.hg.1,1.699791666666666,2.504116832284758e-07,3.3065702278162915e-06,7.918433175509077,OTTHUMT00000053566 // OTTHUMG00000020457 // NULL // --- // --- /// OTTHUMT00000053566 // RP11-505C13.1 // NULL // --- // ---,OTTHUMG00000020457,1.699791666666666
